ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,index,portfolio,y,total_labor_hours,wo#
2013-11-01,264243.3337633948,138682.35504352883,319556.8071661271,264243.3337633948,264243.3337633948,-30608.741628048476,-30608.741628048476,-30608.741628048476,-30608.741628048476,-30608.741628048476,-30608.741628048476,0.0,0.0,0.0,233634.59213534632,170.0,Central,203974.60000000003,20888.549999999956,2901.0
2013-12-01,273727.7405079316,317650.029336954,492619.5584478631,273727.7405079316,273727.7405079316,133527.86160964664,133527.86160964664,133527.86160964664,133527.86160964664,133527.86160964664,133527.86160964664,0.0,0.0,0.0,407255.60211757827,175.0,Central,676807.3100000004,26880.629999999954,2713.0
2014-01-01,283528.29414395307,260851.29552290984,436834.76344822504,283528.1422157927,283528.432177411,64124.76913436107,64124.76913436107,64124.76913436107,64124.76913436107,64124.76913436107,64124.76913436107,0.0,0.0,0.0,347653.06327831413,,,,,
2014-02-01,293328.8477799745,275153.1949322266,450603.70758684294,293328.30220756814,293329.3428502724,69813.7768251592,69813.7768251592,69813.7768251592,69813.7768251592,69813.7768251592,69813.7768251592,0.0,0.0,0.0,363142.6246051337,,,,,
2014-03-01,302180.9607415423,271800.590876073,454021.7759434543,302179.9914176149,302181.9015228188,58995.0862518994,58995.0862518994,58995.0862518994,58995.0862518994,58995.0862518994,58995.0862518994,0.0,0.0,0.0,361176.0469934417,,,,,
2014-04-01,311981.5143775636,262595.2348650456,440835.07859058207,311979.98257381894,311983.06562633795,42244.067246307364,42244.067246307364,42244.067246307364,42244.067246307364,42244.067246307364,42244.067246307364,0.0,0.0,0.0,354225.581623871,,,,,
2014-05-01,321465.92112210044,215366.91653726276,391171.1613944126,321463.6776212335,321468.23106124,-16763.808291266,-16763.808291266,-16763.808291266,-16763.808291266,-16763.808291266,-16763.808291266,0.0,0.0,0.0,304702.11283083446,,,,,
2014-06-01,331266.4747581219,219935.54814744502,406498.6106754541,331263.4133490614,331269.4127310915,-16904.87770993004,-16904.87770993004,-16904.87770993004,-16904.87770993004,-16904.87770993004,-16904.87770993004,0.0,0.0,0.0,314361.5970481918,,,,,
2014-07-01,340750.88150265877,235026.4588263324,406991.829617594,340746.9129112495,340754.6267174564,-18374.501016034566,-18374.501016034566,-18374.501016034566,-18374.501016034566,-18374.501016034566,-18374.501016034566,0.0,0.0,0.0,322376.3804866242,,,,,
2014-08-01,350551.43513868016,223499.61705808746,400301.0989970745,350546.6476962623,350556.0378255967,-34969.449588719086,-34969.449588719086,-34969.449588719086,-34969.449588719086,-34969.449588719086,-34969.449588719086,0.0,0.0,0.0,315581.9855499611,,,,,
2014-09-01,360351.9887747016,230667.74122266792,416322.15276517376,360346.16290953977,360357.7544597874,-35750.18033433694,-35750.18033433694,-35750.18033433694,-35750.18033433694,-35750.18033433694,-35750.18033433694,0.0,0.0,0.0,324601.80844036466,,,,,
2014-10-01,369836.39551923843,266637.4259722129,442205.2016309488,369829.4667978932,369843.18927817227,-14189.245518634672,-14189.245518634672,-14189.245518634672,-14189.245518634672,-14189.245518634672,-14189.245518634672,0.0,0.0,0.0,355647.15000060375,,,,,
2014-11-01,379636.9491552599,275000.1769341037,456557.56214401114,379629.0453148832,379644.64308477705,-13358.651690529108,-13358.651690529108,-13358.651690529108,-13358.651690529108,-13358.651690529108,-13358.651690529108,0.0,0.0,0.0,366278.29746473074,,,,,
2014-12-01,389121.3558997967,415521.13926526764,594115.3216802324,389112.22525010764,389130.0930410145,117089.46348217476,117089.46348217476,117089.46348217476,117089.46348217476,117089.46348217476,117089.46348217476,0.0,0.0,0.0,506210.8193819715,,,,,
2011-01-01,-145812.09768817053,-184189.0083626163,135413.26750396285,-145812.09768817053,-145812.09768817053,130150.5582139413,130150.5582139413,130150.5582139413,130150.5582139413,130150.5582139413,130150.5582139413,0.0,0.0,0.0,0.0,1.0,Giant Food,0.0,639.5299999999999,29.0
2011-02-01,-128314.78665523048,-208335.0384672792,118832.2149625186,-128314.78665523048,-128314.78665523048,85991.64970681038,85991.64970681038,85991.64970681038,85991.64970681038,85991.64970681038,85991.64970681038,0.0,0.0,0.0,0.0,6.0,Giant Food,0.0,851.7400000000001,45.0
2011-03-01,-112510.76378021667,-71766.59484178893,242420.86902281514,-112510.76378021667,-112510.76378021667,193627.24593754497,193627.24593754497,193627.24593754497,193627.24593754497,193627.24593754497,193627.24593754497,0.0,0.0,0.0,81116.4821573283,11.0,Giant Food,0.0,636.74,31.0
2011-04-01,-95013.45272877242,-186906.6623899804,131808.9290792825,-95013.45272877242,-95013.45272877242,63271.84502416446,63271.84502416446,63271.84502416446,63271.84502416446,63271.84502416446,63271.84502416446,0.0,0.0,0.0,0.0,16.0,Giant Food,0.0,717.9499999999999,44.0
2011-05-01,-78080.57105886712,-281815.2263208631,38631.12848980374,-78080.57105886712,-78080.57105886712,-41606.88657988438,-41606.88657988438,-41606.88657988438,-41606.88657988438,-41606.88657988438,-41606.88657988438,0.0,0.0,0.0,0.0,21.0,Giant Food,0.0,835.9700000000001,56.0
2011-06-01,-60583.25999981483,-322804.5646878749,-3012.981780285737,-60583.25999981483,-60583.25999981483,-97709.28738797616,-97709.28738797616,-97709.28738797616,-97709.28738797616,-97709.28738797616,-97709.28738797616,0.0,0.0,0.0,0.0,26.0,Giant Food,0.0,631.9599999999999,47.0
2011-07-01,-43650.37832463843,-285902.5611255815,47364.117398650546,-43650.37832463843,-43650.37832463843,-77766.4875292447,-77766.4875292447,-77766.4875292447,-77766.4875292447,-77766.4875292447,-77766.4875292447,0.0,0.0,0.0,0.0,31.0,Giant Food,0.0,595.0000000000002,58.0
