ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,portfolio,y,total_labor_hours
2014-03-01,302180.9607415423,278195.48712226655,455193.2273505325,302180.00595342554,302181.8939680589,58995.0862518994,58995.0862518994,58995.0862518994,58995.0862518994,58995.0862518994,58995.0862518994,0.0,0.0,0.0,361176.0469934417,,,
2014-04-01,311981.5143775636,274602.834238683,442927.9885122115,311979.99421392026,311983.0095531435,42244.067246307364,42244.067246307364,42244.067246307364,42244.067246307364,42244.067246307364,42244.067246307364,0.0,0.0,0.0,354225.581623871,,,
2014-05-01,321465.92112210044,219208.89694148494,395818.2123392813,321463.8046402861,321468.032644139,-16763.808291266,-16763.808291266,-16763.808291266,-16763.808291266,-16763.808291266,-16763.808291266,0.0,0.0,0.0,304702.11283083446,,,
2014-06-01,331266.4747581219,228720.01378975314,406534.95713178406,331263.5084215943,331269.34237582335,-16904.87770993004,-16904.87770993004,-16904.87770993004,-16904.87770993004,-16904.87770993004,-16904.87770993004,0.0,0.0,0.0,314361.5970481918,,,
2014-07-01,340750.88150265877,232901.96528109728,413010.3905820544,340747.22451521765,340754.5605651565,-18374.501016034566,-18374.501016034566,-18374.501016034566,-18374.501016034566,-18374.501016034566,-18374.501016034566,0.0,0.0,0.0,322376.3804866242,,,
2014-08-01,350551.43513868016,232482.44235717782,396277.0432673556,350546.9372757342,350555.8550426703,-34969.449588719086,-34969.449588719086,-34969.449588719086,-34969.449588719086,-34969.449588719086,-34969.449588719086,0.0,0.0,0.0,315581.9855499611,,,
2014-09-01,360351.9887747016,239800.37132853133,412337.07930423383,360346.59388887463,360357.32201751723,-35750.18033433694,-35750.18033433694,-35750.18033433694,-35750.18033433694,-35750.18033433694,-35750.18033433694,0.0,0.0,0.0,324601.80844036466,,,
2014-10-01,369836.39551923843,266583.8493048139,447966.6680818819,369830.0189177422,369842.6229681576,-14189.245518634672,-14189.245518634672,-14189.245518634672,-14189.245518634672,-14189.245518634672,-14189.245518634672,0.0,0.0,0.0,355647.15000060375,,,
2014-11-01,379636.9491552599,277216.2322184333,448512.0548326121,379629.2257140421,379644.161720419,-13358.651690529108,-13358.651690529108,-13358.651690529108,-13358.651690529108,-13358.651690529108,-13358.651690529108,0.0,0.0,0.0,366278.29746473074,,,
2014-12-01,389121.3558997967,417586.57202082,591946.8225258153,389112.5457912284,389129.6118976141,117089.46348217476,117089.46348217476,117089.46348217476,117089.46348217476,117089.46348217476,117089.46348217476,0.0,0.0,0.0,506210.8193819715,,,
2011-01-01,-145812.09768817053,-172235.26154138907,139177.56011548766,-145812.09768817053,-145812.09768817053,130150.5582139413,130150.5582139413,130150.5582139413,130150.5582139413,130150.5582139413,130150.5582139413,0.0,0.0,0.0,-15661.539474229226,Giant Food,0.0,639.5299999999999
2011-02-01,-128314.78665523048,-201138.28256963546,115544.15298782414,-128314.78665523048,-128314.78665523048,85991.64970681038,85991.64970681038,85991.64970681038,85991.64970681038,85991.64970681038,85991.64970681038,0.0,0.0,0.0,-42323.1369484201,Giant Food,0.0,851.7400000000001
2011-03-01,-112510.76378021667,-76791.27143069846,249760.69512914703,-112510.76378021667,-112510.76378021667,193627.24593754497,193627.24593754497,193627.24593754497,193627.24593754497,193627.24593754497,193627.24593754497,0.0,0.0,0.0,81116.4821573283,Giant Food,0.0,636.74
2011-04-01,-95013.45272877242,-193384.97699858886,118367.11728135368,-95013.45272877242,-95013.45272877242,63271.84502416446,63271.84502416446,63271.84502416446,63271.84502416446,63271.84502416446,63271.84502416446,0.0,0.0,0.0,-31741.60770460796,Giant Food,0.0,717.9499999999999
2011-05-01,-78080.57105886712,-286917.15460152616,51090.9711511437,-78080.57105886712,-78080.57105886712,-41606.88657988438,-41606.88657988438,-41606.88657988438,-41606.88657988438,-41606.88657988438,-41606.88657988438,0.0,0.0,0.0,-119687.45763875151,Giant Food,0.0,835.9700000000001
2011-06-01,-60583.25999981483,-319026.8433221545,2799.865350736553,-60583.25999981483,-60583.25999981483,-97709.28738797616,-97709.28738797616,-97709.28738797616,-97709.28738797616,-97709.28738797616,-97709.28738797616,0.0,0.0,0.0,-158292.54738779098,Giant Food,0.0,631.9599999999999
2011-07-01,-43650.37832463843,-281302.5339646962,40392.021612952856,-43650.37832463843,-43650.37832463843,-77766.4875292447,-77766.4875292447,-77766.4875292447,-77766.4875292447,-77766.4875292447,-77766.4875292447,0.0,0.0,0.0,-121416.86585388312,Giant Food,0.0,595.0000000000002
2011-08-01,-26153.067271307296,-208591.2677905728,113103.07539295213,-26153.067271307296,-26153.067271307296,-12506.451285046847,-12506.451285046847,-12506.451285046847,-12506.451285046847,-12506.451285046847,-12506.451285046847,0.0,0.0,0.0,-38659.518556354145,Giant Food,0.0,342.9100000000001
2011-09-01,-8655.756217976177,-163433.8318210697,168859.2943040926,-8655.756217976177,-8655.756217976177,5567.2942270331905,5567.2942270331905,5567.2942270331905,5567.2942270331905,5567.2942270331905,5567.2942270331905,0.0,0.0,0.0,-3088.4619909429866,Giant Food,0.0,483.88
2011-10-01,8277.12545139147,-110780.8704113568,220677.14958673666,8277.12545139147,8277.12545139147,47130.396456031456,47130.396456031456,47130.396456031456,47130.396456031456,47130.396456031456,47130.396456031456,0.0,0.0,0.0,55407.521907422924,Giant Food,0.0,988.0799999999999
2011-11-01,25774.436524443787,-123637.37940601642,201550.6924789885,25774.436524443787,25774.436524443787,14639.406155727173,14639.406155727173,14639.406155727173,14639.406155727173,14639.406155727173,14639.406155727173,0.0,0.0,0.0,40413.84268017096,Giant Food,0.0,850.5600000000002
2011-12-01,42707.318216493346,-91392.72697174479,240651.93264476728,42707.318216493346,42707.318216493346,41434.950071920546,41434.950071920546,41434.950071920546,41434.950071920546,41434.950071920546,41434.950071920546,0.0,0.0,0.0,84142.26828841389,Giant Food,0.0,745.1600000000002
2012-01-01,60204.62928769522,-6217.044842774811,305721.9113685755,60204.62928769522,60204.62928769522,93158.3001965878,93158.3001965878,93158.3001965878,93158.3001965878,93158.3001965878,93158.3001965878,0.0,0.0,0.0,153362.92948428303,Giant Food,0.0,1373.02
2012-02-01,77701.94036156073,-26341.40697695106,292064.4335361415,77701.94036156073,77701.94036156073,58249.48961594208,58249.48961594208,58249.48961594208,58249.48961594208,58249.48961594208,58249.48961594208,0.0,0.0,0.0,135951.42997750282,Giant Food,0.0,631.25
2012-03-01,94070.39264570094,-77486.41717334202,249632.29392805728,94070.39264570094,94070.39264570094,-6883.505144050081,-6883.505144050081,-6883.505144050081,-6883.505144050081,-6883.505144050081,-6883.505144050081,0.0,0.0,0.0,87186.88750165085,Giant Food,0.0,754.2800000000001
2012-04-01,111567.70370508898,-29754.988212745677,287623.3175925783,111567.70370508898,111567.70370508898,17615.684527169236,17615.684527169236,17615.684527169236,17615.684527169236,17615.684527169236,17615.684527169236,0.0,0.0,0.0,129183.3882322582,Giant Food,0.0,464.66000000000014
2012-05-01,128500.58537522443,-32706.787028630264,288368.12490677484,128500.58537522443,128500.58537522443,4440.739787447889,4440.739787447889,4440.739787447889,4440.739787447889,4440.739787447889,4440.739787447889,0.0,0.0,0.0,132941.32516267232,Giant Food,0.0,699.2299999999999
2012-06-01,145997.89644733391,-28243.8396065017,295737.8972737664,145997.89644733391,145997.89644733391,-16284.624446059446,-16284.624446059446,-16284.624446059446,-16284.624446059446,-16284.624446059446,-16284.624446059446,0.0,0.0,0.0,129713.27200127447,Giant Food,0.0,517.4199999999998
2012-07-01,162930.77812281603,-14623.674347934204,314037.4861448154,162930.77812281603,162930.77812281603,-4804.886878152535,-4804.886878152535,-4804.886878152535,-4804.886878152535,-4804.886878152535,-4804.886878152535,0.0,0.0,0.0,158125.8912446635,Giant Food,0.0,517.1899999999999
2012-08-01,180428.08918226254,20300.748272545527,337226.0673017311,180428.08918226254,180428.08918226254,-6773.16512073345,-6773.16512073345,-6773.16512073345,-6773.16512073345,-6773.16512073345,-6773.16512073345,0.0,0.0,0.0,173654.9240615291,Giant Food,0.0,17712.30000000001
2012-09-01,197925.4002457281,-109039.61969434822,221103.68955426716,197925.4002457281,197925.4002457281,-145986.41117529687,-145986.41117529687,-145986.41117529687,-145986.41117529687,-145986.41117529687,-145986.41117529687,0.0,0.0,0.0,51938.98907043121,Giant Food,0.0,14459.879999999981
2012-10-01,214858.28192004963,79811.8428524061,404940.8976687186,214858.28192004963,214858.28192004963,22048.97736718824,22048.97736718824,22048.97736718824,22048.97736718824,22048.97736718824,22048.97736718824,0.0,0.0,0.0,236907.25928723786,Giant Food,288927.8400000004,24471.550000000097
2012-11-01,232355.59297383067,112874.48526335176,432455.08327507065,232355.59297383067,232355.59297383067,51771.77621925471,51771.77621925471,51771.77621925471,51771.77621925471,51771.77621925471,51771.77621925471,0.0,0.0,0.0,284127.36919308535,Giant Food,558500.2099999996,26885.320000000003
2012-12-01,249288.47464741545,129098.25326781678,444971.7902740809,249288.47464741545,249288.47464741545,44930.56520949582,44930.56520949582,44930.56520949582,44930.56520949582,44930.56520949582,44930.56520949582,0.0,0.0,0.0,294219.0398569113,Giant Food,580183.1799999996,26135.410000000044
2013-01-01,266785.7857142182,321876.4587186124,631177.6216059315,266785.7857142182,266785.7857142182,204000.1490215379,204000.1490215379,204000.1490215379,204000.1490215379,204000.1490215379,204000.1490215379,0.0,0.0,0.0,470785.93473575613,Giant Food,607907.2899999998,28420.859999999997
2013-02-01,284283.09677199734,269807.5481868897,587611.6786070929,284283.09677199734,284283.09677199734,145907.8975695707,145907.8975695707,145907.8975695707,145907.8975695707,145907.8975695707,145907.8975695707,0.0,0.0,0.0,430190.99434156803,Giant Food,522769.6400000002,19671.49
2013-03-01,300087.1196581433,202067.3671224431,525017.4970990631,300087.1196581433,300087.1196581433,59518.86343528132,59518.86343528132,59518.86343528132,59518.86343528132,59518.86343528132,59518.86343528132,0.0,0.0,0.0,359605.98309342464,Giant Food,525344.0200000001,14247.450000000032
2013-04-01,317584.43069902883,194087.54361150306,524611.8547562641,317584.43069902883,317584.43069902883,34060.271414763774,34060.271414763774,34060.271414763774,34060.271414763774,34060.271414763774,34060.271414763774,0.0,0.0,0.0,351644.7021137926,Giant Food,447061.5800000002,12866.670000000006
2013-05-01,334517.3123527416,175554.76802342813,483136.03483071143,334517.3123527416,334517.3123527416,-9883.048351144807,-9883.048351144807,-9883.048351144807,-9883.048351144807,-9883.048351144807,-9883.048351144807,0.0,0.0,0.0,324634.2640015968,Giant Food,337035.61999999994,13265.169999999971
2013-06-01,352014.62339491164,143955.0575394914,480285.2311387234,352014.62339491164,352014.62339491164,-43150.63250495165,-43150.63250495165,-43150.63250495165,-43150.63250495165,-43150.63250495165,-43150.63250495165,0.0,0.0,0.0,308863.99088995997,Giant Food,279923.7,16341.679999999813
2013-07-01,368947.5050486244,186684.47351150698,499251.7535934357,368947.5050486244,368947.5050486244,-29861.314526646718,-29861.314526646718,-29861.314526646718,-29861.314526646718,-29861.314526646718,-29861.314526646718,0.0,0.0,0.0,339086.1905219777,Giant Food,376955.2599999997,17024.19999999992
2013-08-01,386444.8160907943,209611.10006711414,544402.5113359602,386444.8160907943,386444.8160907943,-10026.066552571538,-10026.066552571538,-10026.066552571538,-10026.066552571538,-10026.066552571538,-10026.066552571538,0.0,0.0,0.0,376418.74953822274,Giant Food,512864.16000000015,36441.30000000007
2013-09-01,403942.1271329642,145120.14160055912,475363.9748504485,403942.1271329642,403942.1271329642,-95859.67243274298,-95859.67243274298,-95859.67243274298,-95859.67243274298,-95859.67243274298,-95859.67243274298,0.0,0.0,0.0,308082.4547002212,Giant Food,358773.07999999984,25367.089999999964
2013-10-01,420875.0087866771,300616.0648935972,607636.0151117924,420875.0087866771,420875.0087866771,31394.289979182868,31394.289979182868,31394.289979182868,31394.289979182868,31394.289979182868,31394.289979182868,0.0,0.0,0.0,452269.29876586,Giant Food,457299.20000000024,18656.316699999934
2013-11-01,438372.31982884713,315325.07675581233,635987.4135974358,438372.31982884713,438372.31982884713,40033.604092073525,40033.604092073525,40033.604092073525,40033.604092073525,40033.604092073525,40033.604092073525,0.0,0.0,0.0,478405.92392092064,Giant Food,245984.59000000014,13895.689999999939
2013-12-01,455305.2014825599,339676.48327581433,655672.3360255475,455305.2014825599,455305.2014825599,44261.53191371219,44261.53191371219,44261.53191371219,44261.53191371219,44261.53191371219,44261.53191371219,0.0,0.0,0.0,499566.7333962721,Giant Food,297842.5699999998,25070.070000000003
2014-01-01,472802.51252472994,471142.06918438245,798296.5132484647,472802.5124342973,472802.51261502365,167115.6719137701,167115.6719137701,167115.6719137701,167115.6719137701,167115.6719137701,167115.6719137701,0.0,0.0,0.0,639918.1844385001,,,
2014-02-01,490299.8235668998,452706.51131028763,766143.029477746,490299.82318417187,490299.8239219,115221.99028380297,115221.99028380297,115221.99028380297,115221.99028380297,115221.99028380297,115221.99028380297,0.0,0.0,0.0,605521.8138507027,,,
2014-03-01,506103.8464436985,470894.6871407833,777893.9313306276,506103.8457622404,506103.84711349907,126383.1840057615,126383.1840057615,126383.1840057615,126383.1840057615,126383.1840057615,126383.1840057615,0.0,0.0,0.0,632487.03044946,,,
2014-04-01,523601.1574858684,402793.741808369,733192.5642860582,523601.1563249268,523601.15862182673,49290.67090073099,49290.67090073099,49290.67090073099,49290.67090073099,49290.67090073099,49290.67090073099,0.0,0.0,0.0,572891.8283865993,,,
2014-05-01,540534.0391395811,351391.0088461666,662113.6928490514,540534.0375234825,540534.040754462,-25240.18902155456,-25240.18902155456,-25240.18902155456,-25240.18902155456,-25240.18902155456,-25240.18902155456,0.0,0.0,0.0,515293.8501180266,,,
2014-06-01,558031.3501817512,336170.3559152024,651214.369921318,558031.3479918739,558031.352343854,-70307.65400234335,-70307.65400234335,-70307.65400234335,-70307.65400234335,-70307.65400234335,-70307.65400234335,0.0,0.0,0.0,487723.6961794078,,,
2014-07-01,574964.231835464,364678.15238871716,677969.24914949,574964.2290655407,574964.2344349659,-54194.313341385896,-54194.313341385896,-54194.313341385896,-54194.313341385896,-54194.313341385896,-54194.313341385896,0.0,0.0,0.0,520769.9184940781,,,
2014-08-01,592461.5428776338,423313.0741344371,747800.7022705734,592461.5395528075,592461.5459891818,-11935.359933784446,-11935.359933784446,-11935.359933784446,-11935.359933784446,-11935.359933784446,-11935.359933784446,0.0,0.0,0.0,580526.1829438494,,,
2014-09-01,609958.8539198037,410829.40577152424,714352.5769578317,609958.8498517451,609958.857726719,-45320.45376448795,-45320.45376448795,-45320.45376448795,-45320.45376448795,-45320.45376448795,-45320.45376448795,0.0,0.0,0.0,564638.4001553158,,,
2014-10-01,626891.7355735167,514304.91733805276,833387.6575004184,626891.7307785924,626891.739906099,39762.40617966017,39762.40617966017,39762.40617966017,39762.40617966017,39762.40617966017,39762.40617966017,0.0,0.0,0.0,666654.1417531768,,,
2014-11-01,644389.0466156866,503342.2286310554,835166.654578901,644389.0411230504,644389.0517830931,27652.359942717398,27652.359942717398,27652.359942717398,27652.359942717398,27652.359942717398,27652.359942717398,0.0,0.0,0.0,672041.406558404,,,
2014-12-01,661321.9282693994,544601.5999539688,872344.2747605008,661321.9220713048,661321.9342694945,43090.12543880156,43090.12543880156,43090.12543880156,43090.12543880156,43090.12543880156,43090.12543880156,0.0,0.0,0.0,704412.053708201,,,
2011-01-01,-96691.43375637123,-92226.00847231911,45437.72267152303,-96691.43375637123,-96691.43375637123,73480.39198775918,73480.39198775918,73480.39198775918,73480.39198775918,73480.39198775918,73480.39198775918,0.0,0.0,0.0,-23211.04176861205,Giant Martins,0.0,0.38
2011-02-01,-85384.50960766742,-135191.94607069477,980.1777041951531,-85384.50960766742,-85384.50960766742,16821.96886928643,16821.96886928643,16821.96886928643,16821.96886928643,16821.96886928643,16821.96886928643,0.0,0.0,0.0,-68562.540738381,Giant Martins,0.0,84.55
2011-03-01,-75171.80393509069,-57174.36285089704,82615.13402246159,-75171.80393509069,-75171.80393509069,86289.74078376914,86289.74078376914,86289.74078376914,86289.74078376914,86289.74078376914,86289.74078376914,0.0,0.0,0.0,11117.936848678451,Giant Martins,0.0,56.46000000000001
2011-04-01,-63864.879787401216,-105355.33920869454,31836.866096515707,-63864.879787401216,-63864.879787401216,26559.63021941035,26559.63021941035,26559.63021941035,26559.63021941035,26559.63021941035,26559.63021941035,0.0,0.0,0.0,-37305.24956799087,Giant Martins,0.0,220.89999999999998
2011-05-01,-52922.69512353936,-137537.79843522536,3581.1642100373033,-52922.69512353936,-52922.69512353936,-13583.27477466875,-13583.27477466875,-13583.27477466875,-13583.27477466875,-13583.27477466875,-13583.27477466875,0.0,0.0,0.0,-66505.9698982081,Giant Martins,0.0,238.55000000000007
