ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,portfolio,y,total_labor_hours
2012-10-01,139049.68209452517,23567.057624067696,206811.496164884,139049.68209452517,139049.68209452517,-21080.078112915016,-21080.078112915016,-21080.078112915016,-21080.078112915016,-21080.078112915016,-21080.078112915016,0.0,0.0,0.0,117969.60398161015,Central,124421.52000000002,22045.88000000005
2012-11-01,148849.95433630364,13342.882210984431,190927.18876945987,148849.95433630364,148849.95433630364,-48247.161804569674,-48247.161804569674,-48247.161804569674,-48247.161804569674,-48247.161804569674,-48247.161804569674,0.0,0.0,0.0,100602.79253173395,Central,136531.87,28508.870000000043
2012-12-01,158334.12549517857,205373.5549498359,396722.16015380656,158334.12549517857,158334.12549517857,149418.0566884117,149418.0566884117,149418.0566884117,149418.0566884117,149418.0566884117,149418.0566884117,0.0,0.0,0.0,307752.18218359025,Central,158015.56000000006,24492.849999999984
2013-01-01,168134.67900654965,150352.51037023801,331678.950780852,168134.67900654965,168134.67900654965,73915.77645526326,73915.77645526326,73915.77645526326,73915.77645526326,73915.77645526326,73915.77645526326,0.0,0.0,0.0,242050.4554618129,Central,259461.8800000001,28591.120000000024
2013-02-01,177935.23252832246,181176.78134986726,363766.8735103438,177935.23252832246,177935.23252832246,94621.55317734682,94621.55317734682,94621.55317734682,94621.55317734682,94621.55317734682,94621.55317734682,0.0,0.0,0.0,272556.7857056693,Central,282988.27,17357.520000000004
2013-03-01,186787.3453814776,121091.43188126318,299736.8227330643,186787.3453814776,186787.3453814776,25446.689570198345,25446.689570198345,25446.689570198345,25446.689570198345,25446.689570198345,25446.689570198345,0.0,0.0,0.0,212234.03495167592,Central,243185.7499999999,14897.13
2013-04-01,196587.89898569856,146881.5996495711,314652.3071142929,196587.89898569856,196587.89898569856,34175.257975330125,34175.257975330125,34175.257975330125,34175.257975330125,34175.257975330125,34175.257975330125,0.0,0.0,0.0,230763.1569610287,Central,275273.23,11502.829999999994
2013-05-01,206072.3057302354,104775.44387661597,278234.329908897,206072.3057302354,206072.3057302354,-16309.203687566074,-16309.203687566074,-16309.203687566074,-16309.203687566074,-16309.203687566074,-16309.203687566074,0.0,0.0,0.0,189763.10204266934,Central,165953.22,16008.100000000024
2013-06-01,215872.85936625683,121206.32684526576,302100.9286138548,215872.85936625683,215872.85936625683,-4842.992830614996,-4842.992830614996,-4842.992830614996,-4842.992830614996,-4842.992830614996,-4842.992830614996,0.0,0.0,0.0,211029.86653564184,Central,209215.7600000001,13229.49999999996
2013-07-01,225357.26611079366,134625.39645797943,308991.1241258809,225357.26611079366,225357.26611079366,-3200.3783496744063,-3200.3783496744063,-3200.3783496744063,-3200.3783496744063,-3200.3783496744063,-3200.3783496744063,0.0,0.0,0.0,222156.88776111926,Central,255344.31999999992,60810.87999999933
2013-08-01,235157.81974681508,112573.37368914562,286288.0806681086,235157.81974681508,235157.81974681508,-35240.655524945716,-35240.655524945716,-35240.655524945716,-35240.655524945716,-35240.655524945716,-35240.655524945716,0.0,0.0,0.0,199917.16422186937,Central,174037.83999999985,40637.920000000115
2013-09-01,244958.37338283652,111811.05390895387,281701.53988526855,244958.37338283652,244958.37338283652,-48734.955719086516,-48734.955719086516,-48734.955719086516,-48734.955719086516,-48734.955719086516,-48734.955719086516,0.0,0.0,0.0,196223.41766375,Central,184036.51000000013,31280.56000000008
2013-10-01,254442.7801273734,150306.96358769576,325986.5347816231,254442.7801273734,254442.7801273734,-17623.321783255586,-17623.321783255586,-17623.321783255586,-17623.321783255586,-17623.321783255586,-17623.321783255586,0.0,0.0,0.0,236819.45834411783,Central,212580.44999999995,22295.289999999964
2013-11-01,264243.3337633948,149299.4445868879,320791.9945181759,264243.3337633948,264243.3337633948,-30608.741628048476,-30608.741628048476,-30608.741628048476,-30608.741628048476,-30608.741628048476,-30608.741628048476,0.0,0.0,0.0,233634.59213534632,Central,203974.60000000003,20888.549999999956
2013-12-01,273727.7405079316,315329.43278218637,496176.09800200636,273727.7405079316,273727.7405079316,133527.86160964664,133527.86160964664,133527.86160964664,133527.86160964664,133527.86160964664,133527.86160964664,0.0,0.0,0.0,407255.60211757827,Central,676807.3100000004,26880.629999999954
2014-01-01,283528.29414395307,260795.6038548353,436155.613115369,283528.17937941884,283528.44113302,64124.76913436107,64124.76913436107,64124.76913436107,64124.76913436107,64124.76913436107,64124.76913436107,0.0,0.0,0.0,347653.06327831413,,,
2014-02-01,293328.8477799745,278080.5634199174,448166.9355979831,293328.3245124098,293329.37404804304,69813.7768251592,69813.7768251592,69813.7768251592,69813.7768251592,69813.7768251592,69813.7768251592,0.0,0.0,0.0,363142.6246051337,,,
